level,notation,prefLabel@de,scopeNote@de
"0","Q","Geschichte der Ideen und Theorien",""
"1","QA","Allgemeines",""
"2","QA 10","Handbücher",""
"2","QA 20","Spezielle Bibliographien",""
"2","QA 25","Forschungsdokumentationen",""
"2","QA 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QA 35","Zeitschriften",""
"2","QA 40","Gesamtdarstellungen",""
"2","QA 45","Einführende Texte. Lehrbücher.",""
"2","QA 65","Textsammlungen. Anthologien",""
"2","QA 70","Geschichte der Philosophie. Allgemeine Ideen- und Wissenschaftsgeschichte,",""
"2","QA 80","Wissenschaftstheorie",""
"2","QA 90","Methodisches,",""
"1","QB","Geschichte einzelner Ideen und philosophischer Fragestellungen",""
"2","QB 100","Soziale und politische Ideen (Staat. Recht. Politik. Gesellschaft. Geschichte).",""
"2","QB 150","Soziale Utopien.",""
"2","QB 200","Sittlichkeit. Moral. Ethik. Charakter.",""
"2","QB 220","Seele. Subjektivität. Autonomie.",""
"2","QB 230","Ästhetik",""
"2","QB 250","Erkenntnistheorie. Logik.",""
"2","QB 260","Rhetorik",""
"2","QB 300","Metaphysik",""
"2","QB 350","Naturphilosophie,",""
"2","QB 400","Christliche Theologie.",""
"3","QB 450-","Kirchengeschichte",""
"4","QB 450","Allgemeines",""
"4","QB 455","Bibelausgaben. Konkordanzen.",""
"4","QB 460","Römischer Katholizismus",""
"4","QB 470","Orthodoxer Katoholizismus (auch einzelne Autoren)",""
"4","QB 480","Protestantismus",""
"4","QB 490","Evangelikale/traditionalistische Traditionen",""
"1","QD","Antike",""
"2","QD 10","Handbücher",""
"2","QD 20","Spezielle Bibliographien",""
"2","QD 25","Forschungsdokumentationen",""
"2","QD 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QD 35","Zeitschriften",""
"2","QD 40","Gesamtdarstellungen",""
"2","QD 45","Einführende Texte. Lehrbücher.",""
"2","QD 100-","Griechische Antike. Schulen und Ideen (Vorsokratiker bis Aristoteles)",""
"3","QD 100","Allgemeines",""
"3","QD 150","Einzelne Autoren",""
"2","QD 200-","Griechisch-römische Antike. Schulen und Ideen (Sokratiker bis Frühchristentum)",""
"3","QD 200","Allgemeines",""
"3","QD 250","Einzelne Autoren",""
"1","QE","Mittelalter",""
"2","QE 10","Handbücher",""
"2","QE 20","Spezielle Bibliographien",""
"2","QE 25","Forschungsdokumentationen",""
"2","QE 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QE 35","Zeitschriften",""
"2","QE 40","Gesamtdarstellungen",""
"2","QE 45","Einführende Texte. Lehrbücher.",""
"2","QE 100","Allgemeines",""
"2","QE 200-","Frühes Mittelalter",""
"3","QE 200","Allgemeines",""
"3","QE 250","Einzelne Autoren",""
"2","QE 300-","Scholastik. Hochscholastik",""
"3","QE 300","Allgemeines",""
"3","QE 350","Einzelne Autoren",""
"2","QE 400-","Spätscholastik. Nominalismus. Mystik",""
"3","QE 400","Allgemeines",""
"3","QE 450","Einzelne Autoren",""
"2","QE 500-","Arabische Philosophie. Byzantinische Philosophie. Jüdische Philosophie",""
"3","QE 500","Allgemeines",""
"3","QE 550","Einzelne Autoren",""
"1","QF","Neuzeit: Renaissance bis französische Revolution",""
"2","QF 10","Handbücher",""
"2","QF 20","Spezielle Bibliographien",""
"2","QF 25","Forschungsdokumentationen",""
"2","QF 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QF 35","Zeitschriften",""
"2","QF 40","Gesamtdarstellungen",""
"2","QF 45","Einführende Texte. Lehrbücher.",""
"2","QF 100","Allgemeines zur Neuzeit insgesamt",""
"2","QF 200-","Renaissance. Humanismus. Frühes modernes Naturrecht. Rationalismus",""
"3","QF 200","Allgemeines",""
"3","QF 250","Einzelne Autoren",""
"2","QF 300-","Reformation. Calvinismus. Protestantische Häretiker. Gegenreformation",""
"3","QF 300","Allgemeines",""
"3","QF 350","Einzelne Autoren.",""
"2","QF 400-","Aufklärung. Materialismus. Französische Revolution",""
"3","QF 400","Allgemeines",""
"3","QF 450","Einzelne Autoren.",""
"1","QG","Ideen, Theorien und Philosophien des 19. Jahrhunderts",""
"2","QG 10","Handbücher",""
"2","QG 20","Spezielle Bibliographien",""
"2","QG 25","Forschungsdokumentationen",""
"2","QG 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QG 35","Zeitschriften",""
"2","QG 40","Gesamtdarstellungen",""
"2","QG 45","Einführende Texte. Lehrbücher.",""
"2","QG 100","Allgemeines",""
"2","QG 200-","Liberale Gesellschaftstheorien",""
"3","QG 200","Allgemeines",""
"3","QG 250","Einzelne Autoren",""
"2","QG 300-","Deutscher Idealismus. Romantik",""
"3","QG 300","Allgemeines",""
"3","QG 350","Einzelne Autoren. Humboldt, Alexander",""
"2","QG 400-","Konservatismus",""
"3","QG 400","Allgemeines",""
"3","QG 450","Einzelne Autoren",""
"2","QG 500-","Jakobinismus. Frühsozialismus",""
"3","QG 500","Allgemeines",""
"3","QG 550","Einzelne Autoren",""
"2","QG 600-","I. Internationale. Marxsche Theorie. Anarchismus",""
"3","QG 600","Allgemeines",""
"3","QG 650","Einzelne Autoren",""
"2","QG 700-","Evolutionstheorien. Naturwissenschaftlicher Materialismus. Weltanschauungslehren. Sozialdarwinismus",""
"3","QG 700","Allgemeines",""
"3","QG 750","Einzelne Autoren",""
"2","QG 800-","Positivismus",""
"3","QG 800","Allgemeines",""
"3","QG 850","Einzelne Autoren",""
"2","QG 900-","Idealismus. Pessimismus",""
"3","QG 900","Allgemeines",""
"3","QG 950","Einzelne Autoren",""
"1","QJ","Ideen, Theorien und Philosophien des 20. Jahrhunderts",""
"2","QJ 10","Handbücher",""
"2","QJ 20","Spezielle Bibliographien",""
"2","QJ 25","Forschungsdokumentationen",""
"2","QJ 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QJ 35","Zeitschriften",""
"2","QJ 40","Gesamtdarstellungen",""
"2","QJ 45","Einführende Texte. Lehrbücher.",""
"2","QJ 100","Allgemeines",""
"2","QJ 150","Monographien zur geistigen Situation der Zeit",""
"2","QJ 160","Feminismus (philosophischer).",""
"2","QJ 175","Moderne. Postmoderne",""
"2","QJ 200-","Sozialliberalismus. Neoliberalismus",""
"3","QJ 200","Allgemeines",""
"3","QJ 250","Einzelne Autoren",""
"2","QJ 300-","Neokonservatismus. Konservative und präfaschistische Theoretiker",""
"3","QJ 300","Allgemeines",""
"3","QJ 350","Einzelne Autoren",""
"2","QJ 400-","Orthodoxe Theoretiker der II., III. und IV. Internationale",""
"3","QJ 400","Allgemeines",""
"3","QJ 450","Einzelne Autoren",""
"2","QJ 500-","Kritiker der II. und III. Internationale. Neomarxismus",""
"3","QJ 500","Allgemeines",""
"3","QJ 550","Einzelne Autoren",""
"2","QJ 600-","Kritische Gesellschaftstheorie der 20er Jahre. Frankfurter Schule und &apos;Nachfolger&apos;",""
"3","QJ 600","Allgemeines",""
"3","QJ 650","Einzelne Autoren",""
"2","QJ 700-","Phänomenologie. Existentialphilosophie. Existentialismus, Strukturalismus",""
"3","QJ 700","Allgemeines",""
"3","QJ 750","Einzelne Autoren.",""
"2","QJ 800-","Lebensphilosophie Hermeneutik",""
"3","QJ 800","Allgemeines",""
"3","QJ 850","Einzelne Autoren,",""
"2","QJ 900-","Wiener Kreis. Neopositivismus. Kritischer Rationalismus. Logischer Empirismus. Analytische Philosophie",""
"3","QJ 900","Allgemeines",""
"3","QJ 950","Einzelne Autoren,",""
"2","QJ 960-","Philosophische Anthropologie, Philosophische Psychologie",""
"3","QJ 960","Allgemeines",""
"3","QJ 965","Einzelne Autoren",""
"2","QJ 970-","Konstruktivismus, Pragmatismus",""
"3","QJ 970","Allgemeines",""
"3","QJ 975","Einzelne Autoren. Charles S. Peirce",""
"1","QM","Ideengeschichte und Religionen anderer Hochkulturen",""
"2","QM 10","Handbücher",""
"2","QM 20","Spezielle Bibliographien",""
"2","QM 25","Forschungsdokumentationen",""
"2","QM 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","QM 35","Zeitschriften",""
"2","QM 40","Gesamtdarstellungen",""
"2","QM 45","Einführende Texte. Lehrbücher.",""
"2","QM 100","Vorgriechische und vorrömisches Altertum. Orient. Ägypten",""
"2","QM 200","Judentum.",""
"2","QM 300","Stammesreligionen und indianische Religionen",""
"2","QM 400","Buddhismus",""
"2","QM 500","Hindu-Religionen",""
"2","QM 600","Islam. Arabische Kulturen.",""
"2","QM 700","Sonstige",""
"2","QM 800","Religionsvergleich",""
"0","R","Sozialwissenschaften und Psychologie",""
"1","RA","Allgemeines",""
"2","RA 10","Handbücher",""
"2","RA 15","Lexika",""
"2","RA 20","Spezielle Bibliographien",""
"2","RA 30","Jahrbücher. Laufende Veröffentlichungen",""
"2","RA 35","Zeitschriften",""
"2","RA 40","Gesamtdarstellungen. Einführende Texte. Lehrbücher",""
"2","RA 45","Sozialwissenschaftliche und psychologische Grundbegriffe",""
"2","RA 50","Verfassungstexte. Gesetzessammlungen. Gesetzeskommentare",""
"2","RA 55","Statistiken. Volkswirtschaftliche und gesellschaftliche Basisdaten",""
"2","RA 60","Protokolle parlamentarischer Debatten",""
"2","RA 65","Offizielle Verlautbarungen. Erlasse. Rahmenrichtlinien",""
"1","RD","Geschichte der soziologischen Theorien. Methoden und Schulen",""
"2","RD 100-","Geschichte der Soziologie",""
"3","RD 100","Allgemeines",""
"3","RD 140","Kritik und Selbstverständnis der Soziologie",""
"3","RD 150-","Begründung der Soziologie als Einzelwissenschaft in einzelnen Ländern",""
"4","RD 150","Deutschland",""
"5","RD 155","Einzelne Autoren",""
"4","RD 160","England und USA",""
"5","RD 165","Einzelne Autoren",""
"4","RD 170","Frankreich",""
"5","RD 175","Einzelne Autoren",""
"4","RD 180","Italien",""
"5","RD 185","Einzelne Autoren",""
"4","RD 290","Sonstige",""
"5","RD 295","Einzelne Autoren",""
"2","RD 300","Methoden der Soziologie",""
"2","RD 500","Einzelne Richtungen und Schulen",""
"1","RE","Einzelfragen und Gebiete der Soziologie",""
"2","RE 100-","Familie. Ehe",""
"3","RE 100","Allgemeines",""
"3","RE 120","Schichten- und klassenspezifische Untersuchungen. Formen der Familie (Groß-, Klein- und Arbeiterfamilie)",""
"3","RE 140","Besondere familiensoziologische Fragestellungen (Adoption, uneheliche Kinder, Berufstätigkeit der Eltern u. a.)",""
"3","RE 180","Weitere Einzelfragen.",""
"2","RE 200-","Dorf. Gemeinde. Stadt. Regionalplanung. Agrarsoziologie",""
"3","RE 200","Allgemeines",""
"3","RE 210","Soziologische Gemeindestudien",""
"3","RE 220","Einzelne Bereiche der Städte (City/Innenstadt. Vorstädte/banlieue. Slums/Ghettos. Nachbarschaften)",""
"3","RE 230","Dorfleben. Dorfkultur",""
"3","RE 240","Lebenswelt und soziales Bewußtsein der heutigen Dorf- und Landbevölkerung.",""
"2","RE 300-","Soziale Mobilität. Schichten und Klassen",""
"3","RE 300","Allgemeines",""
"3","RE 310","Schichten und Klassen. Allgemeines",""
"3","RE 320","Schichten und Klassen. Einzelfragen",""
"2","RE 350-","Berufe. Berufliche Sozialisation",""
"3","RE 350","Allgemeines",""
"3","RE 360","Einzelfragen,",""
"2","RE 400-","Bevölkerung. Bevölkerungswissenschaft. Migration",""
"3","RE 400","Allgemeines",""
"3","RE 410","Einzelfragen",""
"2","RE 450-","Gesundheit und Krankheit. Medizinsoziologie. Sozialmedizin",""
"3","RE 450","Allgemeines",""
"3","RE 460","Einzelfragen.",""
"3","RE 500","Soziologie der Behinderung",""
"2","RE 550","Soziologie der Religion und der Kirche",""
"2","RE 600-","Kindheit. Jugend. Alter",""
"3","RE 600","Allgemeines",""
"3","RE 610","Jugend und Beruf",""
"3","RE 615","Jugendkultur. Jugendliche Subkultur. Kinderkultur",""
"3","RE 620","Weitere Einzelfragen. Geschichte der Kindheit, der Jugend und des Alters",""
"2","RE 630-","Erziehung. Bildung. Schulsoziologie",""
"3","RE 630","Allgemeines",""
"3","RE 635","Didaktik. Methodik. Lehrbuch- und Unterrichtsforschung.",""
"3","RE 650","Soziologie der Geschlechterdifferenzierung.",""
"2","RE 700-","Erwachsenenbildung",""
"3","RE 700","Allgemeines",""
"3","RE 720","Einzelfragen",""
"2","RE 750-","Spiele. Sport. Freizeit.",""
"3","RE 750","Allgemeines",""
"3","RE 760","Einzelfragen.",""
"2","RE 800-","Recht und Rechtssoziologie",""
"3","RE 800","Allgemeines",""
"3","RE 810","Einzelfragen.",""
"1","RG","Geschichte der psychologischen Theorien. Methoden und Schulen",""
"2","RG 50","Einführungen",""
"2","RG 100-","Geschichte der Psychologie",""
"3","RG 100","Allgemeines",""
"3","RG 150","Vorläufer der modernen Psychologie",""
"3","RG 200","Klassiker der Psychoanalyse",""
"3","RG 210","Einzelne Autoren",""
"3","RG 215","Geschichte der Psychoanalyse",""
"3","RG 220","Schulen der Psychoanalyse",""
"3","RG 230","Einzelne Schulen der Psychoanalyse",""
"3","RG 231","Strukturalistische Psychoanalyse",""
"3","RG 232","Ethnopsychoanalyse",""
"3","RG 233","&apos;Londongroup&apos;",""
"3","RG 234","Objektbeziehungstheorie",""
"3","RG 235","Phänomenologische Schule",""
"3","RG 236","&apos;Kleinianer&apos;",""
"3","RG 260","Psychoanalyse und ihre Anwendung",""
"3","RG 268","Einzelfragen",""
"3","RG 270","Feministische Kritik der Psychoanalyse",""
"3","RG 280","Methoden der Psychoanalyse",""
"3","RG 285","Technik der Psychoanalyse",""
"3","RG 290","Kritik der Psychoanalyse",""
"2","RG 300","Methoden der Psychologie",""
"2","RG 500-","Einzelne Richtungen und Schulen der Psychologie",""
"3","RG 500","Allgemeines",""
"3","RG 560","Entwicklungspsychologie",""
"3","RG 561","Autoren,",""
"3","RG 570","Gestaltpsychologie",""
"3","RG 575","Tiefenpsychologie",""
"3","RG 590","Sozialpsychologie",""
"2","RG 600","Klinische Psychiatrie",""
"2","RG 650","Psychosomatik",""
"1","RH","Einzelfragen und Gebiete der Psychologie",""
"2","RH 100-","Gebiete der differentiellen Psychologie",""
"3","RH 100","Allgemeines",""
"3","RH 110","Einzelfragen",""
"2","RH 150-","Gebiete der Allgemeinen Psychologie",""
"3","RH 150","Allgemeines",""
"3","RH 160","Einzelfragen.",""
"2","RH 250-","Gebiete der Entwicklungspsychologie",""
"3","RH 250","Allgemeines",""
"3","RH 260","Einzelfragen",""
"2","RH 350-","Sexualität",""
"3","RH 350","Allgemeines",""
"3","RH 360","Einzelfragen. Geschichte der Sexualität",""
"2","RH 400","Weiblichkeitskonzepte",""
"2","RH 445","Männlichkeitskonzepte",""
"2","RH 450-","Familiendynamik und Familientherapie",""
"3","RH 450","Allgemeines",""
"3","RH 460","Einzelfragen",""
"2","RH 500-","Politische Psychologie und Sozialpsychologie",""
"3","RH 500","Allgemeines",""
"3","RH 510","Massenpsychologie",""
"3","RH 515","Sozialcharaktere. Sozialer Wandel und politisches Verhalten/Bewußtsein (Autoritärer Charakter. Vaterlose Gesellschaft. NST)",""
"3","RH 520","Persönlichkeitsstrukturen und Demokratie. Manipulation",""
"3","RH 525","Psychologische Analysen der Alltags- und Lebenswelt",""
"3","RH 530","Psychologie internationaler Beziehungen und Politik",""
"3","RH 535","Identität",""
"3","RH 540","Integration. Ausgrenzung. Psychologische Folgen und Probleme von Migrationen",""
"3","RH 545","Kollektivierung und Vereinzelung",""
"3","RH 550","Marginalisierung und Stigmatisierung",""
"3","RH 560","Genese, Form und Funktion abweichenden Verhaltens",""
"3","RH 565","Entstehung und Funktion sozialer Deutungsmuster. Soziale Vorurteile",""
"3","RH 570-","Aggressivität. Agression und Gewalt. Konfliktforschung",""
"4","RH 570","Allgemeines",""
"4","RH 572","Mißhandlung von Kindern",""
"4","RH 574","Mißhandlung von Frauen",""
"4","RH 576","Kollektive Aggressivität. Pogrome. Verfolgungen. Rassismus",""
"4","RH 588","Fallgeschichten",""
"3","RH 590","Katastrophen. Vernichtungs- und Kriegsangst",""
"3","RH 600","Psychologische Terrorismusforschung",""
"3","RH 610","Psychische Auswirkungen von Isolation, Gefängnis, Folter, KZ, Bedrohung und Gewalt",""
"3","RH 630","Armut. Soziale Deprivation",""
"2","RH 700-","Psychiatrie",""
"3","RH 700","Allgemeines",""
"3","RH 710","Einzelfragen",""
"2","RH 750-","Gebiete der klinischen Psychologie, Psychopathologie und Psychotherapie",""
"3","RH 750","Allgemeines",""
"3","RH 760","Einzelfragen",""
"2","RH 850","Angewandte Psychologie",""
"1","RL","Geschichte der politologischen Theorien. Methoden und Schulen",""
"2","RL 100","Geschichte der Politikwissenschaft und der Staatslehren",""
"3","RL 120","Begriffsgeschichte.",""
"2","RL 150-","Allgemeine Staats- und Verfassungslehren des 19. Jahrhunderts",""
"3","RL 150","Allgemeines",""
"3","RL 160","Einzelne",""
"2","RL 300","Methoden der Poltikwissenschaft",""
"2","RL 500","Einzelne Richtungen und Schulen",""
"3","RL 600","Demokratie- und Staatstheorien seit 1945",""
"3","RL 750","Normative Theorien der Sozialpolitik (christliche Soziallehre, ständisch-korporative Ideen, liberale Ideen, ethischer Sozialismus)",""
"3","RL 800","Theorien des politischen Systems. Kybernetische Steuerungsmodelle. Technokratiediskussion",""
"1","RM","Einzelfragen und Gebiete der Politologie",""
"2","RM 100-","Elemente des modernen Verfassungsstaats. Verfassungsrechtliche Diskussionen",""
"3","RM 100","Allgemeines",""
"3","RM 110","Einzelfragen",""
"2","RM 250","Beschreibungen und Analysen von staatlichen und gesellschaftlichen Institutionen. Bürokratie. Verwaltung",""
"3","RM 300","Verbände und Vereinswesen. Kirchen. Vereinigungen von Gebietskörperschaften und anderen Körperschaften öffentlichen Rechts",""
"3","RM 350","Bildungspolitik,",""
"3","RM 370-","Wissenschaft. Hochschule",""
"4","RM 370","Allgemeines und Vergleiche",""
"4","RM 375","Wissenschaft und Hochschule in einzelnen Ländern (alphabetisch),",""
"3","RM 380-","Gesundheitswesen",""
"4","RM 380","Allgemeines und Vergleiche",""
"4","RM 385","Gesundheitswesen in einzelnen Ländern (alphabetisch)",""
"3","RM 420-","Staatliche Organe des politischen Entscheidungsprozesses. Politische Organisation des Staates",""
"4","RM 420","Allgemeines und Vergleiche",""
"4","RM 425","Organe der Zentralgewalt einzelner Länder (Bundesregierung, Bundesrat, Oberhaus etc.) (alphabetisch)",""
"4","RM 430","Organe regionaler und kommunaler Regierung in einzelnen Ländern (Länderregierung, Stadträte etc.) (alphabetisch)",""
"3","RM 435","Apparat für innere Sicherheit und Ordnung in einzelnen Ländern (alphabetisch)",""
"3","RM 440","Justiz. Rechtsprechung in einzelnen Ländern (alphabetisch)",""
"3","RM 470-","Öffentliche Verwaltung",""
"4","RM 470","Allgemeines und Vergleiche",""
"4","RM 475","Einzelne Länder (alphabtisch)",""
"2","RM 550","Sozialpolitik und Sozialarbeit (auch private)",""
"2","RM 670","Gesellschaftsstrukturpolitik",""
"2","RM 800","Internationale Beziehungen. Internationale Politik. Krieg und Frieden. Rüstung und Abrüstung",""
"3","RM 810-","Außenpolitik",""
"4","RM 810","Allgemeines und Vergleiche",""
"4","RM 815","Außenpolitik einzelner Länder (alphabetisch)",""
"3","RM 820-","Auswärtige Kulturpolitik",""
"4","RM 820","Allgemeines und Vergleiche",""
"4","RM 825","Auwärtige Kulturpolitik einzelner Länder",""
"3","RM 840-","Internationale Zusammenschlüsse, Organisationen und Bündnisse",""
"4","RM 840","Allgemeines und Vergleiche",""
"4","RM 842","Interkontinentale zwischenstaatliche Organisationen und Zusammenschlüsse (UNO, UNESCO u. a.) (alphabetisch)",""
"4","RM 844","Kontinentale zwischenstaatliche Organisationen und Zusammenschlüsse (EG, OAU u. a.) (alphabetisch)",""
"4","RM 846","Internationale Wirtschaftsorganisationen und Zusammenschlüsse (IAO, Weltbank, IWF u. a.)",""
"4","RM 848","Internationale Gewerkschaftsverbände (alphabetisch)",""
"4","RM 850","Internationale Militärbündnisse (alphabetisch)",""
"3","RM 860","Instrumente der Außenpolitik und der internationalen Politik",""
"3","RM 880","Krieg und Frieden. Rüstung und Abrüstung",""
"1","RO","Geschichte der ökonomischen Theorien",""
"2","RO 100-","Geschichte der Wirtschaftswissenschaften und ökonomischen Theorien",""
"3","RO 100","Allgemeines",""
"3","RO 120","Physiokraten",""
"3","RO 140","Klassische Schule. Klassicher Liberalismus",""
"3","RO 160","Historische Schule,",""
"2","RO 300","Methoden der Wirtschaftswissenschaften",""
"2","RO 500","Einzelne Richtungen und Schulen",""
"1","RP","Einzelfragen und Gebiete der Ökonomie",""
"2","RP 100","Volkswirtschaft und Wirtschaftspolitik",""
"2","RP 300","Mikroökonomie",""
"2","RP 400","Arbeiter. Einzelne Arbeitnehmergruppen",""
"2","RP 550","Private Haushalte",""
"2","RP 810","Alternativökonomie",""
"2","RP 900-","Wirtschaftsrecht. Arbeits- und Sozialrecht",""
"3","RP 900","Allgemeines und Vergleiche",""
"3","RP 910","Wirtschafts-, Arbeits- und Sozialrecht einzelner Länder (alphabetisch).",""
"0","T","Geschichte/n. Volkskunde",""
"1","TA","Allgemeines",""
"2","TA 10","Handbücher",""
"2","TA 20","Spezielle Bibliographien",""
"2","TA 25","Forschungsdokumentationen",""
"2","TA 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TA 35","Zeitschriften",""
"2","TA 40","Weltgeschichtliche Gesamtdarstellungen und Quellen",""
"2","TA 50","Einführende Texte. Lehrbücher",""
"2","TA 60","Gesamtdarstellungen",""
"1","TB","Geschichte der historischen und volkskundlichen Theorien. Methoden und Schulen",""
"2","TB 100-","Geschichtswissenschaften",""
"3","TB 100","Allgemeines",""
"3","TB 120","Geschichte der Geschichtswissenschaften",""
"3","TB 140","Methoden der Geschichtswissenschaften",""
"3","TB 150-","Einzelne Richtungen und Schulen",""
"4","TB 150","Allgemeines",""
"4","TB 155","Annales-Schule. Nouvelle(s) Histoire(s). Vorläufer",""
"4","TB 158","Sozialgeschichte",""
"4","TB 160","Historischer Materialismus. Marxistische Ansätze",""
"4","TB 165","Oral History",""
"4","TB 170","Methodische Schule. Ereignisgeschichtsschreibung",""
"4","TB 175","Strukturalismus und Geschichtswissenschaft. Interpretative Analytik (M. Foucault)",""
"4","TB 180","Chronisten. Mittelalterliche Geschichtsschreibung",""
"4","TB 185","Geschichtsforschung vom Humanismus bis zu den Aufklärern",""
"4","TB 190","Feministische Ansätze in der Geschichtswissenschaft",""
"4","TB 195","Jüdische Geschichtsschreibung",""
"4","TB 199","Sonstige.",""
"1","TC","Allgemeine politische, ökonomische und soziale Geschichte",""
"2","TC 100-","Geschichte Europas",""
"3","TC 100","Geschichte Europas insgesamt",""
"2","TC 130-139","Britische Geschichte",""
"3","TC 130","Quellentexte und Dokumente zur britischen Geschichte",""
"3","TC 135","Gesamtdarstellungen zur britischen Geschichte",""
"3","TC 138","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"3","TC 139","Sonstiges",""
"2","TC 140-149","Deutsche Geschichte",""
"3","TC 140","Quellentexte und Dokumente zur deutschen Geschichte",""
"3","TC 145","Gesamtdarstellungen zur deutschen Geschichte",""
"3","TC 148","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"3","TC 149","Sonstiges",""
"2","TC 150-159","Französische Geschichte",""
"3","TC 150","Quellentexte und Dokumente zur französischen Geschichte",""
"3","TC 155","Gesamtdarstellungen zur französischen Geschichte",""
"3","TC 158","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"3","TC 159","Sonstiges",""
"2","TC 160-168","Geschichte anderer Länder",""
"3","TC 160","Quellentexte und Dokumente zur Geschichte anderer Länder",""
"3","TC 165","Gesamtdarstellungen zur Geschichte anderer Länder",""
"3","TC 168","Längsschnitt-Untersuchungen zu einzelnen Fragen der Geschichte anderer Länder",""
"2","TC 170-178","Italienische Geschichte",""
"3","TC 170","Quellentexte und Dokumente zur italienischen Geschichte",""
"3","TC 175","Gesamtdarstellungen zur italienischen Geschichte",""
"3","TC 178","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"2","TC 180-188","Russische Geschichte (Geschichte der Sowjetunion)",""
"3","TC 180","Quellentexte und Dokumente zur russischen Geschichte",""
"3","TC 185","Gesamtdarstellungen zur russischen Geschichte",""
"3","TC 188","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"2","TC 190-198","Belgische Geschichte",""
"3","TC 190","Quellentexte und Dokumente zur belgischen Geschichte",""
"3","TC 195","Gesamtdarstellungen zur belgischen Geschichte",""
"3","TC 198","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"2","TC 200-203","Niederländische Geschichte",""
"3","TC 200","Allgemeines",""
"3","TC 201","Quellentexte und Dokumente zur niederländischen Geschichte",""
"3","TC 202","Gesamtdarstellungen zur niederländischen Geschichte",""
"3","TC 203","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"2","TC 210-213","Irische Geschichte",""
"3","TC 210","Allgemeines",""
"3","TC 211","Quellentexte und Dokumente zur irischen Geschichte",""
"3","TC 212","Gesamtdarstellungen zur irischen Geschichte",""
"3","TC 213","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"2","TC 220-223","Spanische Geschichte",""
"3","TC 220","Allgemeines",""
"3","TC 221","Quellentexte und Dokumente zur spanischen Geschichte",""
"3","TC 222","Gesamtdarstellungen zur spanischen Geschichte",""
"3","TC 223","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"2","TC 290-","Weitere eurpoäische Länder",""
"3","TC 290","Allgemeines",""
"2","TC 300-395","Übergreifende historische Fragestellungen",""
"3","TC 300","Geschichte der Frauen und des Feminismus,",""
"3","TC 390","Geschichte der Juden, untergegangene jüdische Lebenswelten",""
"3","TC 395","Nationale Identität, Nationalstaat",""
"2","TC 400-","Geschichte Amerikas",""
"3","TC 400","Geschichte Amerikas insgesamt",""
"3","TC 410-","USA",""
"4","TC 410","Allgemeines",""
"4","TC 415","Längsschnitt-Untersuchungen zu einzelnen Fragestellungen",""
"3","TC 420","Kanada",""
"3","TC 430","Andere Regionen bzw. Länder. Gesamtdarstellungen",""
"3","TC 440","Karibik",""
"3","TC 460","Kolumbien",""
"2","TC 500-","Geschichte Afrikas",""
"3","TC 500","Geschichte Afrikas insgesamt",""
"3","TC 520","Einzelne Regionen bzw. Länder. Gesamtdarstellungen",""
"2","TC 700-","Geschichte Asiens",""
"3","TC 700","Geschichte Asiens insgesamt",""
"3","TC 720","Einzelne Regionen bzw. Länder. Gesamtdarstellungen",""
"3","TC 730","Indien",""
"3","TC 770","Indonesien",""
"2","TC 900","Geschichte anderer Kontinente und Regionen",""
"3","TC 920","Australien",""
"3","TC 930","Neuseeland",""
"3","TC 940","Indien",""
"3","TC 990","Andere Regionen bzw. Länder. Gesamtdarstellungen",""
"1","TD","Vor- und Frühgeschichte. Antike Gesellschaften",""
"2","TD 10","Handbücher",""
"2","TD 20","Spezielle Bibliographien",""
"2","TD 25","Forschungsdokumentationen",""
"2","TD 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TD 35","Zeitschriften",""
"2","TD 40","Gesamtdarstellungen",""
"2","TD 50","Einführende Texte. Lehrbücher",""
"2","TD 100","Vor- und Frühgeschichte",""
"2","TD 200","Frühe außereuropäische Kulturen",""
"2","TD 300","Antike Gesellschaften in Europa. Gesamtdarstellungen zur antiken Wirtschaft und Gesellschaft",""
"3","TD 320","Griechische Antike",""
"3","TD 360","Römische Antike",""
"3","TD 395","Kelten",""
"2","TD 400","Gleichzeitige außereuropäische Gesellschaften",""
"2","TD 500","Frauen in der Vor- und Frühgeschichte. Frauen in der Antike",""
